order_id,quantity,order_date,order_time,unit_price,total_price,pizza_name
58,1,1/1/2015,19:30:40,12.5,12.5,The Pepperoni Pizza
59,1,1/1/2015,19:40:08,12.75,12.75,The Italian Vegetables Pizza
59,1,1/1/2015,19:40:08,11,11,"The Pepperoni, Mushroom, and Peppers Pizza"
59,1,1/1/2015,19:40:08,15.25,15.25,The Pepperoni Pizza
60,1,1/1/2015,20:05:16,20.75,20.75,The Chicken Pesto Pizza
60,1,1/1/2015,20:05:16,14.75,14.75,The Four Cheese Pizza
61,1,1/1/2015,20:08:43,16.75,16.75,The Barbecue Chicken Pizza
61,1,1/1/2015,20:08:43,20.75,20.75,The Italian Supreme Pizza
62,1,1/1/2015,20:50:16,16.75,16.75,The Barbecue Chicken Pizza
62,1,1/1/2015,20:50:16,16.5,16.5,The Spinach Supreme Pizza
63,1,1/1/2015,20:51:42,14.5,14.5,"The Pepperoni, Mushroom, and Peppers Pizza"
64,1,1/1/2015,20:52:08,12,12,The Big Meat Pizza
65,1,1/1/2015,21:16:00,11,11,"The Pepperoni, Mushroom, and Peppers Pizza"
65,1,1/1/2015,21:16:00,12.25,12.25,The Sicilian Pizza
65,1,1/1/2015,21:16:00,12.5,12.5,The Spicy Italian Pizza
65,1,1/1/2015,21:16:00,16.5,16.5,The Spinach Supreme Pizza
66,1,1/1/2015,21:47:55,16,16,The Classic Deluxe Pizza
66,1,1/1/2015,21:47:55,16,16,The Italian Capocollo Pizza
67,1,1/1/2015,22:03:40,20.75,20.75,The Southwest Chicken Pizza
68,1,1/1/2015,22:07:32,16,16,The Classic Deluxe Pizza
68,1,1/1/2015,22:07:32,20.75,20.75,The Italian Supreme Pizza
68,1,1/1/2015,22:07:32,16.5,16.5,The Italian Supreme Pizza
69,1,1/1/2015,22:12:13,20.75,20.75,The Barbecue Chicken Pizza
70,1,2/1/2015,11:38:51,12.75,12.75,The Italian Vegetables Pizza
70,1,2/1/2015,11:38:51,20.75,20.75,The Soppressata Pizza
71,1,2/1/2015,11:40:50,20.75,20.75,The Thai Chicken Pizza
72,1,2/1/2015,11:57:25,20.25,20.25,The Spinach and Feta Pizza
73,1,2/1/2015,11:58:56,12.75,12.75,The Thai Chicken Pizza
74,1,2/1/2015,12:01:12,18.5,18.5,The Five Cheese Pizza
74,1,2/1/2015,12:01:12,20.25,20.25,The Mexicana Pizza
74,1,2/1/2015,12:01:12,12.5,12.5,The Spinach Pesto Pizza
74,1,2/1/2015,12:01:12,20.75,20.75,The Spinach Supreme Pizza
75,1,2/1/2015,12:10:15,12.5,12.5,The Italian Supreme Pizza
75,1,2/1/2015,12:10:15,20.25,20.25,The Mediterranean Pizza
75,1,2/1/2015,12:10:15,20.5,20.5,The Napolitana Pizza
76,1,2/1/2015,12:21:17,12,12,The Big Meat Pizza
76,1,2/1/2015,12:21:17,16.5,16.5,The Hawaiian Pizza
76,1,2/1/2015,12:21:17,21,21,The Italian Vegetables Pizza
76,1,2/1/2015,12:21:17,20.75,20.75,The Spicy Italian Pizza
77,1,2/1/2015,12:22:46,16.75,16.75,The Barbecue Chicken Pizza
77,1,2/1/2015,12:22:46,13.25,13.25,The Hawaiian Pizza
78,1,2/1/2015,12:28:14,12,12,The Big Meat Pizza
78,1,2/1/2015,12:28:14,12,12,The Classic Deluxe Pizza
78,1,2/1/2015,12:28:14,17.95,17.95,The Four Cheese Pizza
78,1,2/1/2015,12:28:14,16,16,The Italian Capocollo Pizza
78,3,2/1/2015,12:28:14,20.75,62.25,The Spicy Italian Pizza
78,1,2/1/2015,12:28:14,12.75,12.75,The Thai Chicken Pizza
79,1,2/1/2015,12:29:11,20.5,20.5,The Italian Capocollo Pizza
79,1,2/1/2015,12:29:11,11,11,"The Pepperoni, Mushroom, and Peppers Pizza"
79,1,2/1/2015,12:29:11,20.75,20.75,The Thai Chicken Pizza
80,1,2/1/2015,12:35:38,9.75,9.75,The Pepperoni Pizza
80,1,2/1/2015,12:35:38,16.75,16.75,The Thai Chicken Pizza
81,1,2/1/2015,12:40:01,20.75,20.75,The Thai Chicken Pizza
82,1,2/1/2015,12:45:51,12,12,The Big Meat Pizza
82,1,2/1/2015,12:45:51,16.75,16.75,The California Chicken Pizza
82,1,2/1/2015,12:45:51,20.75,20.75,The Spicy Italian Pizza
82,1,2/1/2015,12:45:51,16,16,The Vegetables + Vegetables Pizza
83,1,2/1/2015,12:53:27,12.75,12.75,The Southwest Chicken Pizza
84,1,2/1/2015,13:13:41,15.25,15.25,The Pepperoni Pizza
85,1,2/1/2015,13:34:49,16,16,The Classic Deluxe Pizza
85,1,2/1/2015,13:34:49,12,12,The Classic Deluxe Pizza
85,1,2/1/2015,13:34:49,20.75,20.75,The Italian Supreme Pizza
85,1,2/1/2015,13:34:49,16,16,The Greek Pizza
86,1,2/1/2015,13:40:31,16.5,16.5,The Hawaiian Pizza
87,1,2/1/2015,14:01:02,16,16,The Italian Capocollo Pizza
87,1,2/1/2015,14:01:02,16,16,The Mexicana Pizza
87,1,2/1/2015,14:01:02,20.75,20.75,The Spinach Supreme Pizza
87,1,2/1/2015,14:01:02,12.5,12.5,The Spinach Supreme Pizza
88,1,2/1/2015,14:10:08,18.5,18.5,The Five Cheese Pizza
89,1,2/1/2015,14:30:19,20.75,20.75,The Soppressata Pizza
89,1,2/1/2015,14:30:19,20.75,20.75,The Thai Chicken Pizza
90,1,2/1/2015,15:08:48,20.25,20.25,The Sicilian Pizza
90,1,2/1/2015,15:08:48,12.75,12.75,The Thai Chicken Pizza
91,2,2/1/2015,15:14:43,20.75,41.5,The Barbecue Chicken Pizza
91,1,2/1/2015,15:14:43,12.75,12.75,The Chicken Pesto Pizza
91,1,2/1/2015,15:14:43,9.75,9.75,The Pepperoni Pizza
92,1,2/1/2015,15:17:02,16.75,16.75,The Barbecue Chicken Pizza
92,1,2/1/2015,15:17:02,20.75,20.75,The Italian Supreme Pizza
92,1,2/1/2015,15:17:02,16.5,16.5,The Italian Supreme Pizza
92,1,2/1/2015,15:17:02,12.75,12.75,The Italian Vegetables Pizza
92,1,2/1/2015,15:17:02,12.5,12.5,The Pepperoni Pizza
92,1,2/1/2015,15:17:02,16.5,16.5,The Pepper Salami Pizza
92,1,2/1/2015,15:17:02,12,12,The Spinach and Feta Pizza
92,1,2/1/2015,15:17:02,12.5,12.5,The Spinach Supreme Pizza
92,2,2/1/2015,15:17:02,16,32,The Greek Pizza
93,1,2/1/2015,15:29:31,16.25,16.25,The Sicilian Pizza
94,1,2/1/2015,16:17:16,16,16,The Italian Capocollo Pizza
94,1,2/1/2015,16:17:16,12.75,12.75,The Southwest Chicken Pizza
95,1,2/1/2015,16:18:04,12,12,The Napolitana Pizza
95,1,2/1/2015,16:18:04,20.75,20.75,The Pepper Salami Pizza
96,1,2/1/2015,16:21:20,12,12,The Napolitana Pizza
97,1,2/1/2015,16:45:33,12,12,The Big Meat Pizza
98,1,2/1/2015,17:18:18,20.5,20.5,The Classic Deluxe Pizza
98,1,2/1/2015,17:18:18,20.5,20.5,The Napolitana Pizza
99,1,2/1/2015,17:45:42,20.75,20.75,The Italian Supreme Pizza
100,1,2/1/2015,17:46:17,16.5,16.5,The Hawaiian Pizza
101,1,2/1/2015,17:51:33,20.75,20.75,The California Chicken Pizza
101,1,2/1/2015,17:51:33,15.25,15.25,The Pepperoni Pizza
101,1,2/1/2015,17:51:33,20.75,20.75,The Soppressata Pizza
101,1,2/1/2015,17:51:33,16.5,16.5,The Spicy Italian Pizza
102,1,2/1/2015,17:54:04,12.75,12.75,The Barbecue Chicken Pizza
102,1,2/1/2015,17:54:04,12.5,12.5,The Prosciutto and Arugula Pizza
103,1,2/1/2015,18:02:09,12.5,12.5,The Spinach Supreme Pizza
104,1,2/1/2015,18:02:12,16.75,16.75,The Barbecue Chicken Pizza
104,1,2/1/2015,18:02:12,16.75,16.75,The Chicken Alfredo Pizza
104,1,2/1/2015,18:02:12,16.75,16.75,The Italian Vegetables Pizza
104,1,2/1/2015,18:02:12,20.25,20.25,The Vegetables + Vegetables Pizza
105,2,2/1/2015,18:12:01,10.5,21,The Hawaiian Pizza
105,1,2/1/2015,18:12:01,15.25,15.25,The Pepperoni Pizza
105,1,2/1/2015,18:12:01,16.5,16.5,The Prosciutto and Arugula Pizza
106,1,2/1/2015,18:12:13,20.25,20.25,The Mexicana Pizza
106,1,2/1/2015,18:12:13,20.75,20.75,The Spicy Italian Pizza
107,1,2/1/2015,18:25:09,20.75,20.75,The California Chicken Pizza
107,1,2/1/2015,18:25:09,16.5,16.5,The Italian Supreme Pizza
107,1,2/1/2015,18:25:09,20.75,20.75,The Spicy Italian Pizza
107,1,2/1/2015,18:25:09,20.25,20.25,The Vegetables + Vegetables Pizza
108,1,2/1/2015,18:25:25,20.5,20.5,The Classic Deluxe Pizza
108,1,2/1/2015,18:25:25,16.5,16.5,The Hawaiian Pizza
108,1,2/1/2015,18:25:25,20.75,20.75,The Spinach Supreme Pizza
109,1,2/1/2015,18:27:50,20.5,20.5,The Italian Capocollo Pizza
109,1,2/1/2015,18:27:50,20.75,20.75,The Italian Supreme Pizza
109,1,2/1/2015,18:27:50,12.5,12.5,The Pepperoni Pizza
109,1,2/1/2015,18:27:50,20.75,20.75,The Prosciutto and Arugula Pizza
110,1,2/1/2015,18:36:19,12,12,The Big Meat Pizza
110,1,2/1/2015,18:36:19,20.5,20.5,The Napolitana Pizza
110,1,2/1/2015,18:36:19,20.75,20.75,The Soppressata Pizza
110,1,2/1/2015,18:36:19,12.5,12.5,The Spicy Italian Pizza
111,1,2/1/2015,18:38:01,16.75,16.75,The California Chicken Pizza
111,1,2/1/2015,18:38:01,18.5,18.5,The Five Cheese Pizza
111,1,2/1/2015,18:38:01,12.5,12.5,The Pepperoni Pizza
111,1,2/1/2015,18:38:01,20.75,20.75,The Spinach Pesto Pizza
112,1,2/1/2015,18:41:40,9.75,9.75,The Pepperoni Pizza
113,1,2/1/2015,18:50:21,20.75,20.75,The California Chicken Pizza
113,1,2/1/2015,18:50:21,20.25,20.25,The Mexicana Pizza
113,1,2/1/2015,18:50:21,16.75,16.75,The Southwest Chicken Pizza
114,1,2/1/2015,18:59:32,15.25,15.25,The Pepperoni Pizza
114,1,2/1/2015,18:59:32,12.25,12.25,The Sicilian Pizza
115,1,2/1/2015,19:05:17,12,12,The Big Meat Pizza
115,1,2/1/2015,19:05:17,20.5,20.5,The Napolitana Pizza
115,1,2/1/2015,19:05:17,16.75,16.75,The Thai Chicken Pizza
116,1,2/1/2015,19:18:49,18.5,18.5,The Five Cheese Pizza
117,1,2/1/2015,19:23:02,16.5,16.5,The Pepper Salami Pizza
117,1,2/1/2015,19:23:02,20.25,20.25,The Sicilian Pizza
118,1,2/1/2015,19:26:59,20.75,20.75,The Prosciutto and Arugula Pizza
118,1,2/1/2015,19:26:59,12,12,The Spinach and Feta Pizza
119,1,2/1/2015,19:32:29,14.75,14.75,The Four Cheese Pizza
120,1,2/1/2015,19:35:07,12,12,The Classic Deluxe Pizza
120,1,2/1/2015,19:35:07,10.5,10.5,The Hawaiian Pizza
120,1,2/1/2015,19:35:07,20.25,20.25,The Spinach and Feta Pizza
121,1,2/1/2015,19:38:48,16.75,16.75,The Barbecue Chicken Pizza
121,1,2/1/2015,19:38:48,17.95,17.95,The Four Cheese Pizza
121,1,2/1/2015,19:38:48,20.25,20.25,The Sicilian Pizza
121,1,2/1/2015,19:38:48,20.75,20.75,The Southwest Chicken Pizza
122,1,2/1/2015,19:50:19,16.5,16.5,The Italian Supreme Pizza
123,1,2/1/2015,20:12:09,12,12,The Italian Capocollo Pizza
124,1,2/1/2015,20:12:34,12.75,12.75,The Barbecue Chicken Pizza
124,1,2/1/2015,20:12:34,20.25,20.25,The Sicilian Pizza
124,1,2/1/2015,20:12:34,20.75,20.75,The Spicy Italian Pizza
124,1,2/1/2015,20:12:34,12,12,The Greek Pizza
125,1,2/1/2015,20:31:06,25.5,25.5,The Greek Pizza
126,1,2/1/2015,20:53:42,20.25,20.25,The Vegetables + Vegetables Pizza
127,1,2/1/2015,20:58:23,12.5,12.5,The Pepperoni Pizza
128,1,2/1/2015,21:05:06,12.5,12.5,The Spicy Italian Pizza
129,1,2/1/2015,21:13:02,12,12,The Big Meat Pizza
129,1,2/1/2015,21:13:02,16,16,The Greek Pizza
130,1,2/1/2015,21:14:55,10.5,10.5,The Hawaiian Pizza
130,1,2/1/2015,21:14:55,20.5,20.5,The Italian Capocollo Pizza
130,1,2/1/2015,21:14:55,16,16,The Mexicana Pizza
130,1,2/1/2015,21:14:55,12.75,12.75,The Southwest Chicken Pizza
131,1,2/1/2015,21:33:10,20.75,20.75,The Chicken Pesto Pizza
131,1,2/1/2015,21:33:10,18.5,18.5,The Five Cheese Pizza
131,1,2/1/2015,21:33:10,12,12,The Green Garden Pizza
131,1,2/1/2015,21:33:10,12.5,12.5,The Spinach Supreme Pizza
132,1,2/1/2015,21:42:45,9.75,9.75,The Pepperoni Pizza
133,1,2/1/2015,22:00:17,20.75,20.75,The Barbecue Chicken Pizza
133,1,2/1/2015,22:00:17,16.5,16.5,The Hawaiian Pizza
133,1,2/1/2015,22:00:17,12,12,The Greek Pizza
134,1,2/1/2015,22:13:24,12,12,The Big Meat Pizza
134,1,2/1/2015,22:13:24,20.75,20.75,The Southwest Chicken Pizza
134,1,2/1/2015,22:13:24,12.5,12.5,The Spinach Supreme Pizza
135,1,2/1/2015,22:29:34,20.25,20.25,The Vegetables + Vegetables Pizza
136,1,2/1/2015,22:32:49,18.5,18.5,The Five Cheese Pizza
136,1,2/1/2015,22:32:49,12.5,12.5,The Pepper Salami Pizza
137,1,3/1/2015,11:34:10,20.25,20.25,The Mediterranean Pizza
137,1,3/1/2015,11:34:10,9.75,9.75,The Pepperoni Pizza
137,1,3/1/2015,11:34:10,16.5,16.5,The Spicy Italian Pizza
138,1,3/1/2015,11:44:50,16.75,16.75,The California Chicken Pizza
138,1,3/1/2015,11:44:50,17.95,17.95,The Four Cheese Pizza
138,1,3/1/2015,11:44:50,21,21,The Italian Vegetables Pizza
138,1,3/1/2015,11:44:50,16.25,16.25,The Sicilian Pizza
139,1,3/1/2015,11:57:39,18.5,18.5,The Five Cheese Pizza
140,1,3/1/2015,12:26:44,12.5,12.5,The Prosciutto and Arugula Pizza
140,1,3/1/2015,12:26:44,16,16,The Vegetables + Vegetables Pizza
141,1,3/1/2015,13:16:01,16,16,The Classic Deluxe Pizza
142,1,3/1/2015,13:33:59,16,16,The Green Garden Pizza
143,1,3/1/2015,13:41:36,12.75,12.75,The California Chicken Pizza
143,1,3/1/2015,13:41:36,12,12,The Classic Deluxe Pizza
143,1,3/1/2015,13:41:36,16.5,16.5,The Hawaiian Pizza
143,1,3/1/2015,13:41:36,16,16,The Mexicana Pizza
143,1,3/1/2015,13:41:36,15.25,15.25,The Pepperoni Pizza
143,1,3/1/2015,13:41:36,12.5,12.5,The Prosciutto and Arugula Pizza
143,1,3/1/2015,13:41:36,20.75,20.75,The Thai Chicken Pizza
143,1,3/1/2015,13:41:36,16,16,The Vegetables + Vegetables Pizza
144,3,3/1/2015,13:44:28,16.75,50.25,The Barbecue Chicken Pizza
144,1,3/1/2015,13:44:28,12,12,The Big Meat Pizza
144,1,3/1/2015,13:44:28,20.75,20.75,The California Chicken Pizza
144,1,3/1/2015,13:44:28,16.75,16.75,The Chicken Pesto Pizza
144,1,3/1/2015,13:44:28,18.5,18.5,The Five Cheese Pizza
144,1,3/1/2015,13:44:28,17.95,17.95,The Four Cheese Pizza
144,1,3/1/2015,13:44:28,11,11,"The Pepperoni, Mushroom, and Peppers Pizza"
144,1,3/1/2015,13:44:28,20.75,20.75,The Southwest Chicken Pizza
144,1,3/1/2015,13:44:28,12.75,12.75,The Southwest Chicken Pizza
144,1,3/1/2015,13:44:28,20.75,20.75,The Spicy Italian Pizza
144,1,3/1/2015,13:44:28,16.75,16.75,The Thai Chicken Pizza
144,1,3/1/2015,13:44:28,20.25,20.25,The Vegetables + Vegetables Pizza
145,1,3/1/2015,13:53:48,12,12,The Greek Pizza
146,1,3/1/2015,14:22:10,20.75,20.75,The California Chicken Pizza
146,1,3/1/2015,14:22:10,14.75,14.75,The Four Cheese Pizza
146,1,3/1/2015,14:22:10,13.25,13.25,The Hawaiian Pizza
147,1,3/1/2015,14:32:51,25.5,25.5,The Greek Pizza
148,1,3/1/2015,14:40:42,12,12,The Mediterranean Pizza
149,1,3/1/2015,14:48:45,16,16,The Spinach and Feta Pizza
150,1,3/1/2015,14:49:58,12.5,12.5,The Pepperoni Pizza
151,1,3/1/2015,15:09:34,20.75,20.75,The Southwest Chicken Pizza
151,1,3/1/2015,15:09:34,12.5,12.5,The Spinach Supreme Pizza
152,1,3/1/2015,15:09:42,10.5,10.5,The Hawaiian Pizza
152,1,3/1/2015,15:09:42,20.25,20.25,The Spinach and Feta Pizza
152,1,3/1/2015,15:09:42,12.75,12.75,The Thai Chicken Pizza
152,1,3/1/2015,15:09:42,16,16,The Greek Pizza
153,1,3/1/2015,15:16:34,16,16,The Mexicana Pizza
154,1,3/1/2015,15:22:43,12.5,12.5,The Prosciutto and Arugula Pizza
155,1,3/1/2015,15:28:59,12.75,12.75,The Chicken Pesto Pizza
155,1,3/1/2015,15:28:59,20.5,20.5,The Napolitana Pizza
155,1,3/1/2015,15:28:59,15.25,15.25,The Pepperoni Pizza
155,1,3/1/2015,15:28:59,20.75,20.75,The Pepper Salami Pizza
156,1,3/1/2015,15:42:19,16,16,The Napolitana Pizza
